star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name,Exo
HIP 44892,,-0.12,-1.25,nan,-0.16,-0.29,-0.01,nan,-0.18,-0.09,-0.1,-0.21,-0.02,-0.04,-0.03,-0.05,-0.19,nan,137.1972127282544,26.629115901105948,-20.332,18.829,13.895,31,thin,G5IV,5.95,0.654,-11,-55,-18.2,5722.5,4.09,1.0,2.0264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44896,,-0.22,-1.73,-0.13,-0.14,-0.25,-0.08,-0.17,-0.16,-0.11,-0.13,-0.11,-0.26,-0.23,-0.47,-0.2,-0.26,-0.35,137.20744952580074,-10.75750877155154,-30.358,28.105,-7.86,42.11,thick,G3V,7.15,0.61,-79.4,-86.6,-26.4,5838.3335,4.1979999999999995,1.05,1.38997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44897,,0.07,-0.9,-0.01,-0.02,-0.06,0.07,0.0,0.03,0.12,0.06,0.06,0.01,0.06,-0.12,0.12,0.01,0.12,137.21279323465606,33.882218419494585,-11.692,10.822,10.698,19.19,thin,G0IV-V,5.95,0.585,-29.9,-13.8,3.9,5951.5,4.498333333333333,1.1,1.04744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44906,,0.23,nan,0.21,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137.2246876049595,3.9591924855266702,-56.553,52.324,5.332,77.23,N/A,G3V,8.31,0.649,nan,nan,nan,5774.25,4.01824,1.03,1.64563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44915,,0.18,nan,0.29,-0.05,0.11,0.16,0.07,0.15,0.17,0.32,0.08,0.17,0.11,0.1,0.28,0.14,0.14,137.25736167635898,-28.95685996976569,-55.508,51.297,-41.821,86.38,thin,G0V,7.84,0.602,-59.8,-59.5,3.6,5964.75,3.97,1.107,2.51315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44918,,0.27,-3.18,0.11,0.03,0.54,0.49,0.64,0.51,0.3,0.23,0.27,0.43,0.38,0.27,0.4,0.35,0.05,137.2596316653759,17.469652771975834,-148.428,137.159,63.604,211.87,thin,K3III,7.19,1.207,-67.7,-61.3,11.1,4586.73,1.85,nan,10.9072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44919,,-0.48,nan,nan,nan,-0.45,-0.54,nan,-0.31,-0.51,nan,nan,nan,-0.69,nan,nan,nan,nan,137.2640384481329,-27.03036383165486,-96.621,89.271,-67.115,147.68,thin,F3V,8.92,0.412,46.6,22,23.8,6495.625,3.815,1.298,1.54823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44927,,-0.16,nan,nan,0.19,-0.18,0.12,0.03,-0.03,-0.04,0.11,-0.02,nan,-0.22,-0.41,0.11,-0.18,-0.29,137.27429986998044,-16.75869572079555,-65.818,60.79,-26.98,93.57,thin,G0/1V,7.97,0.591,-56.5,-61.8,-14.9,6011.5,3.895,1.086,2.22753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44932,,-0.29,nan,nan,nan,-0.35,-0.21,-0.39,-0.32,-0.15,-0.07,-0.15,-0.25,-0.31,-0.42,-0.25,-0.25,-0.32,137.28589019584288,72.30474800351818,-23.697,21.878,101.09,106.11,thin,F5,7.57,0.494,-26.1,-15.5,0.3,6240.0,3.69,1.201,2.87555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44935,,0.08,-2.3,0.07,0.02,0.03,0.15,0.08,0.05,0.08,0.16,0.07,-0.01,0.04,0.01,0.13,0.07,0.2,137.29319667751008,10.821696953745839,-48.322,44.601,12.57,66.95,N/A,G5,8.72,0.664,nan,nan,nan,5763.0,4.363333333333333,1.04,1.10205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44936,,-0.03,-1.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137.29797680286995,-12.357705619801134,-99.388,91.719,-29.63,138.45,thin,G8III,5.76,0.937,12.2,6.4,6.9,5015.25,2.65,nan,11.4735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44946,,0.04,-2.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137.3397547845289,22.04543836679782,-77.698,71.598,42.785,113.99,thin,G8.5IIIFe-0.5CH-1,5.16,0.97,5.6,5,-3.3,4945.75,nan,nan,15.0117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 44997,,0.03,-2.14,-0.04,-0.1,-0.05,0.04,-0.01,-0.03,0.02,0.05,-0.0,-0.07,-0.01,-0.08,0.04,-0.02,0.07,137.47441435511092,14.456762484433076,-37.259,34.172,13.034,52.21,thin,G5,8.34,0.665,-25,11.3,-38.4,5713.0,4.458333333333333,1.02,0.983018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45002,,-0.16,-2.68,nan,nan,-0.07,-0.01,-0.02,-0.07,-0.1,0.02,-0.03,0.01,-0.18,-0.29,-0.06,-0.18,nan,137.4877715049858,-52.082860145970834,-41.593,38.129,-72.437,91.82,thin,K1III,6.19,1.023,-43.1,-31.3,-14.4,4770.1133,2.8,nan,8.20053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45033,,-0.05,-2.38,-0.37,-0.19,0.09,0.14,0.11,0.05,0.03,-0.04,-0.05,-0.15,-0.01,-0.21,-0.03,-0.1,-0.01,137.58690958710915,21.99641650352812,-77.054,70.392,42.159,112.56,thin,G5III,6.04,0.89,9.1,7.4,-6.6,5184.5947,2.71,nan,9.76196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 4504,,-0.18,nan,nan,nan,-0.24,-0.12,-0.14,-0.12,-0.06,0.72,-0.06,0.1,-0.15,-0.37,0.19,-0.24,0.46,14.42592172004211,2.0938197960476623,130.937,33.682,4.943,135.29,thin,F5V,7.99,0.464,-37.5,-17.8,0.4,6330.1675,3.77,1.294,2.45685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45069,,-1.27,nan,nan,nan,nan,-1.31,nan,-1.31,-1.08,nan,-1.05,nan,-1.43,-1.71,nan,-1.49,nan,137.70041953199723,46.37687670272994,nan,nan,nan,447.687742958936,N/A,sdF5,12.1,0.49,nan,nan,nan,6306.7354,4.21,1.2,1.35959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45075,,0.57,nan,nan,nan,0.51,-0.01,nan,0.4,-0.05,-0.18,0.35,0.82,0.76,nan,nan,0.66,nan,137.7293415941273,63.51367121407725,-12.775,11.612,34.647,38.71,thin,kA4mF3III,4.67,0.381,15.8,-14.1,9.6,6695.5,4.1,1.68,2.39964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45081,,-0.16,nan,nan,nan,-0.15,-0.1,-0.18,-0.1,-0.12,0.14,0.11,0.07,-0.07,-0.2,0.0,-0.01,-0.19,137.74464032547988,67.46478967627125,-20.302,18.444,66.105,71.57,thin,F5V,7.71,0.444,-57.7,-41.4,-10.2,6292.7993,4.18,1.3,1.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45242,,-0.06,-3.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,138.32776981955223,-42.27329008100428,-90.672,80.707,-110.351,164.05,thin,K2III,6.27,1.25,-44,-22.9,27.9,4428.1,nan,nan,16.9637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45283,,-0.58,-2.06,-0.35,-0.14,-0.53,-0.25,-0.42,-0.41,-0.4,-0.36,-0.36,-0.52,-0.63,-0.91,-0.41,-0.59,-0.64,138.43595061029595,-42.31040918650007,-31.212,27.677,-37.972,56.41,thin,G2Vm-2.5,8.01,0.582,-21,-41.1,-37.9,5837.4,4.183333333333334,1.04,1.25823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45301,,-0.1,nan,-0.15,nan,0.09,-0.09,0.08,-0.09,0.02,0.39,0.23,0.51,-0.05,-0.26,0.01,-0.05,nan,138.49843826434383,-27.52011393591768,-26.156,23.142,-18.196,39.38,N/A,K3.5V,9.71,1.045,nan,nan,nan,4762.0,4.46,0.77,0.706699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45306,,-0.06,-3.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,138.5133023191279,71.65583291626096,-34.532,30.537,139.027,146.47,thin,G8III-IV,6.52,0.962,-28.2,-18.9,-1.5,5012.11,nan,nan,11.7766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45320,,0.08,nan,0.12,0.17,-0.01,0.03,0.03,0.07,0.05,nan,0.09,0.03,0.03,nan,0.05,0.09,nan,138.54392492028515,-63.693015851414714,-24.071,21.263,-64.964,72.47,thin,G1V,7.91,0.659,-56.5,34.1,7.9,5750.6665,3.95129,1.05,1.79467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45325,,0.22,-0.93,0.12,0.05,nan,nan,nan,-0.04,nan,nan,0.15,-0.05,nan,nan,0.11,0.33,nan,138.5606665039605,33.816916106879475,-37.139,32.788,33.187,59.63,thin,G5,8.3,0.654,1.4,-21.2,3.1,5910.0,4.47,1.08,1.01878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45328,,0.01,nan,nan,nan,0.39,0.07,0.12,0.21,-0.02,0.19,0.02,0.09,0.0,0.02,-0.02,0.02,nan,138.5749604070522,-55.56962984111479,-82.976,73.218,-161.433,195.72,thin,G8II/III,5.26,0.98,-40.8,-12.5,-4.1,4932.0,2.77,nan,22.9933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45333,,0.04,-1.17,0.22,0.03,0.04,0.1,0.06,0.05,0.07,0.17,0.02,-0.09,0.05,-0.02,0.13,0.05,0.13,138.58559182018024,61.423316963925686,-7.02,6.192,17.186,19.57,thin,G0V,5.18,0.605,8.4,-7.5,-9.3,5882.0,4.078571428571428,1.08,1.58905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45340,,-0.06,-2.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,138.59472111763296,-65.05394862830303,-49.881,43.984,-142.969,157.68,N/A,K0III,7.04,1.068,nan,nan,nan,4793.0366,nan,nan,10.7329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45343,,0.01,nan,-0.14,-0.19,-0.15,-0.13,-0.29,-0.08,-0.04,nan,nan,-0.1,0.01,-0.25,nan,0.06,nan,138.59489526375413,52.686608750169476,-2.81,2.478,4.915,6.18,thin,M0.0V,7.64,1.41,-41.7,-14.6,-23.1,4072.1465,4.69,0.572521,0.581258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45412,,-0.7,-3.28,-0.62,-0.38,-0.7,-0.43,-0.31,-0.51,-0.57,-0.58,-0.58,-0.76,-0.68,-0.92,-0.6,-0.77,-0.76,138.8093579713177,34.633516395478686,-80.041,70.048,73.467,129.27,thin,G6III,5.98,0.839,-109.4,21.3,-29.4,5151.5225,2.4333333333333336,nan,9.59615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 4544,,-0.82,nan,-0.49,-0.47,-0.8,-0.48,-0.81,-0.57,-0.74,nan,-0.68,-0.69,nan,-1.4,-0.71,nan,nan,14.548673233316656,80.11368249909515,17.741,4.604,105.165,106.75,thick,G0,9.78,0.574,-35,-131.9,-77.9,5902.05,4.446666666666666,1.138,0.937494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45448,,-0.08,nan,0.18,0.61,0.05,-0.07,-0.13,-0.15,0.03,0.91,0.34,0.08,-0.08,0.23,0.37,-0.07,1.07,138.93783236106734,-37.41314385673445,-30.22,26.327,-30.657,50.46,thin,F3/5V,4.63,0.473,3.2,-6.1,1.8,6387.6665,3.42,1.4,3.89978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45514,,-0.23,nan,nan,-0.04,-0.31,-0.03,-0.12,-0.13,-0.17,-0.07,-0.11,-0.16,-0.28,-0.43,-0.07,-0.24,-0.28,139.13085877426354,-30.13102089895039,-50.89,44.034,-39.059,77.81,thick,G6V,8.7,0.774,-30.3,-97.4,-10.8,5336.2,3.82,0.91,1.90731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45527,,0.08,-3.2,-0.11,0.02,0.26,0.11,0.27,0.19,0.06,0.1,0.05,0.11,0.18,0.09,0.13,0.14,0.05,139.17391197177284,-6.353144417937302,-56.479,48.796,-8.31,75.1,thin,K2/3III,5.24,1.172,13.9,13.8,-1.5,4562.5,2.37,nan,17.1284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45533,,0.12,nan,-0.07,nan,0.41,0.06,0.38,0.08,0.2,0.75,0.44,0.68,0.13,-0.03,0.31,0.15,nan,139.20116294345846,-49.301347173127915,-22.781,19.663,-34.989,46.15,N/A,K0,10.22,1.122,nan,nan,nan,4558.7437,4.3,0.76,0.711258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45542,,0.13,nan,nan,nan,0.38,0.17,0.23,0.23,0.21,0.32,0.16,0.24,0.14,0.53,0.21,0.14,nan,139.23327055233966,-40.11657797359674,-93.875,80.936,-104.435,162.08,N/A,K0III,7.11,0.98,nan,nan,nan,4992.0547,2.97,nan,9.10247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45544,,-0.06,-3.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,139.23781750646708,-39.40153801376243,-61.875,53.338,-67.106,105.72,thin,K2III,5.31,1.166,1.6,-3.4,-22.4,4540.0,2.1,nan,18.934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45554,,-0.79,-1.19,-0.72,-0.5,-0.91,-0.63,nan,-0.72,-0.61,nan,-0.61,nan,-0.81,-1.19,nan,-0.9,-0.74,139.2666697809492,3.0248919080967673,nan,nan,nan,179.225996406207,N/A,nan,10.87,0.523,nan,nan,nan,6100.0,4.285,1.077,1.06953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45559,,-0.3,-3.44,-0.43,-0.18,-0.18,-0.15,-0.04,-0.1,-0.16,-0.22,-0.2,-0.21,-0.26,-0.39,-0.21,-0.27,-0.31,139.28217362562702,-14.574070157083286,-80.983,69.7,-27.78,110.4,thin,K0III,5.83,1.049,9.4,28.9,-22.4,4722.5,2.31,nan,12.8857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45617,,-0.01,-3.78,nan,-0.09,0.03,-0.05,0.04,-0.01,-0.06,0.02,0.05,0.06,-0.11,-0.25,-0.07,-0.04,nan,nan,nan,-11.523,9.851,8.252,17.26,thin,K3V,7.2,0.992,24.8,-35.9,-17.3,4825.0,4.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45621,,0.09,nan,0.0,0.04,-0.07,-0.05,-0.08,0.06,0.12,nan,0.03,0.05,0.04,-0.08,nan,0.0,0.09,139.48076452554213,-3.3872498098279675,-25.657,21.928,-1.998,33.81,thin,K1/2V,7.78,0.869,14.9,1.9,-8.9,5205.5,4.59,0.89,1.10986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45685,,0.06,nan,nan,nan,0.14,0.1,0.03,0.08,0.15,0.5,0.14,-0.02,0.1,-0.05,0.2,0.06,0.1,139.70267081273357,-24.457696484973077,-46.633,39.544,-27.81,67.17,N/A,G1V,8.46,0.566,nan,nan,nan,5959.5,4.36,1.13,1.37702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45699,,-0.28,nan,0.05,0.07,-0.3,-0.1,-0.37,-0.16,-0.18,nan,-0.23,-0.36,nan,-0.61,-0.27,-0.3,nan,139.74523134629337,17.70528124991916,-29.532,25.005,12.353,40.62,thin,F4V,6.61,0.487,-0.6,-17.5,-34.4,6218.25,4.135,1.2,1.51527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45711,,0.08,nan,nan,nan,0.23,0.29,0.42,0.2,0.13,0.1,0.08,0.2,0.13,0.05,0.11,0.1,-0.03,139.78203120715347,-46.63948606583896,-163.269,138.061,-226.417,311.42,N/A,K0III,7.88,1.09,nan,nan,nan,4777.5737,2.365,nan,11.3201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45718,,0.09,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,139.7997715673141,58.40285742619732,-26.42,22.327,56.233,66.02,N/A,G0,8.84,0.625,nan,nan,nan,5901.5,4.45,1.08,1.01998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45733,,-0.45,nan,nan,-0.15,-0.48,-0.24,-0.4,-0.36,-0.39,nan,-0.35,-0.52,-0.53,-0.71,nan,-0.5,-0.6,139.84869383575779,-61.737095396318004,-23.392,19.733,-56.925,64.63,thin,F7/8V,8.69,0.577,-43.5,-73.1,-28,5983.5,4.33,1.14,0.983776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45737,,0.04,nan,0.16,0.16,0.02,0.1,0.08,0.06,0.08,nan,0.11,0.11,0.02,-0.11,nan,0.06,-0.04,139.86796815700302,0.8970606930390916,-21.497,18.123,0.44,28.12,thin,K0V,8.15,0.86,-31.9,-46.4,7.2,5098.0,4.47,0.85,0.879401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45751,,-0.05,-2.24,-0.24,-0.07,0.16,0.04,0.07,0.06,0.03,0.03,-0.05,-0.19,-0.02,-0.14,0.0,-0.08,0.01,139.94325689481408,-11.974852747707589,-77.054,64.786,-21.352,102.91,thin,G8II,4.77,0.927,-13.2,4.2,-7,5089.0,2.63,nan,14.6893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 45764,,-0.16,-2.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,139.98207897844898,74.01660058624834,-26.972,22.646,122.956,127.9,thin,G8.III,6.42,1.05,-66.2,-3,31,4780.94,nan,nan,10.309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
