star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
2MASS 18470393+4417331,b,0.06,,-0.01,0.03,-0.01,0.05,-0.01,0.01,0.1,,0.14,0.22,0.07,-0.1,,0.08,0.12,281.7663967,44.2925297,217.818,-1045.701,1042.088,1492.27,N/A,,,,,,,5846.3,,,1.04,,,Gaia DR2 2117396336940399616,TIC 123362050,Transit,0.67737516,1.25e-06,-1.25e-06,,,,,,,,,,,,,0.079,0.008,-0.005,
2MASS 19165219+4753040,b,-0.29,,-0.23,-0.22,-0.43,-0.24,-0.33,-0.22,-0.24,,-0.24,-0.22,-0.29,-0.52,,-0.3,-0.25,289.2174601,47.8844299,42.965,-123.259,144.384,194.64,N/A,,,,,,,5622.0,4.57,0.99,0.86,,,Gaia DR2 2127941757262806656,TIC 158984573,Transit,289.8623,0.0016,-0.002,0.849,0.018,-0.017,,,,89.764,0.025,-0.042,0.113,,,0.212,0.012,-0.012,186.4
2MASS 18455585+4712289,b,0.12,,0.13,0.01,0.01,0.08,,0.1,0.15,,0.08,0.11,0.09,-0.03,,0.12,0.03,281.4827339,47.2080121,14.578,-71.764,79.103,107.8,N/A,,12.07,,,,,4905.5,4.62,0.78,0.73,,,Gaia DR2 2119583201145735808,TIC 123357864,Transit,5.286978,5.7e-05,-5.7e-05,0.055,,,,,,85.37,,,,,,,,,10.3
2MASS 18455585+4712289,c,0.12,,0.13,0.01,0.01,0.08,,0.1,0.15,,0.08,0.11,0.09,-0.03,,0.12,0.03,281.4827339,47.2080121,14.578,-71.764,79.103,107.8,N/A,,12.07,,,,,4905.5,4.62,0.78,0.73,,,Gaia DR2 2119583201145735808,TIC 123357864,Transit,,,,,,,,,,,,,,,,0.055,0.016,-0.005,
2MASS 18455585+4712289,d,0.12,,0.13,0.01,0.01,0.08,,0.1,0.15,,0.08,0.11,0.09,-0.03,,0.12,0.03,281.4827339,47.2080121,14.578,-71.764,79.103,107.8,N/A,,12.07,,,,,4905.5,4.62,0.78,0.73,,,Gaia DR2 2119583201145735808,TIC 123357864,Transit,10.3117,,,,,,,,,,,,0.012,0.006,-0.006,0.105,0.004,-0.004,
2MASS 18455585+4712289,e,0.12,,0.13,0.01,0.01,0.08,,0.1,0.15,,0.08,0.11,0.09,-0.03,,0.12,0.03,281.4827339,47.2080121,14.578,-71.764,79.103,107.8,N/A,,12.07,,,,,4905.5,4.62,0.78,0.73,,,Gaia DR2 2119583201145735808,TIC 123357864,Transit,16.14567193,7.44e-06,-7.44e-06,,,,,,,,,,,,,,,,
2MASS 18455585+4712289,f,0.12,,0.13,0.01,0.01,0.08,,0.1,0.15,,0.08,0.11,0.09,-0.03,,0.12,0.03,281.4827339,47.2080121,14.578,-71.764,79.103,107.8,N/A,,12.07,,,,,4905.5,4.62,0.78,0.73,,,Gaia DR2 2119583201145735808,TIC 123357864,Transit,27.4536146,0.0001077,-0.0001077,0.1655,,,,,,88.82,,,,,,,,,37.1
2MASS 08130018+0447132,b,0.13,-0.64,0.07,0.11,0.08,0.06,0.02,0.1,0.16,0.27,0.18,0.07,0.1,-0.08,0.03,0.12,0.12,123.2507444,4.7870604,-277.001,422.485,42.308,506.96,N/A,,11.59,,,,,6178.0,4.4,1.18,1.36,,,Gaia DR2 3094733088793018240,TIC 455096220,Transit,3.6466594,1.5e-06,-1.5e-06,,,,,,,,,,,,,,,,
2MASS 19255383+4441006,b,-0.04,,-0.03,-0.05,-0.28,-0.07,-0.28,-0.09,,,-0.03,0.01,-0.06,-0.28,,-0.08,0.03,291.4742727,44.6834855,231.965,-589.653,626.677,891.19,N/A,,,,,,,6089.9,4.16,1.14,1.47,,,Gaia DR2 2126615024685005568,TIC 159763320,Transit,12.4127754,0.000108,-0.000108,0.1097,,,,,,87.66,,,,,,,,,16.76
2MASS 19263676+4441177,b,0.19,,0.16,0.17,0.1,0.15,0.05,0.18,0.17,,0.18,0.25,0.21,0.14,,0.21,0.19,291.6531699,44.688277,172.409,-434.277,462.191,657.22,N/A,,,,,,,5952.0,4.38,1.09,1.18,,,Gaia DR2 2126569051355142656,TIC 63001143,Transit,3.34180294,7.02e-06,-7.02e-06,0.0452,,,,,,76.2,,,,,,,,,3.83
2MASS 19263676+4441177,c,0.19,,0.16,0.17,0.1,0.15,0.05,0.18,0.17,,0.18,0.25,0.21,0.14,,0.21,0.19,291.6531699,44.688277,172.409,-434.277,462.191,657.22,N/A,,,,,,,5952.0,4.38,1.09,1.18,,,Gaia DR2 2126569051355142656,TIC 63001143,Transit,224.7789355,0.0002569,-0.0002569,0.7456,,,,,,89.71,,,,,,,,,127.6
HIP 99496,b,-0.45,,-0.32,-0.26,-0.35,-0.34,-0.48,-0.35,-0.32,0.1,-0.3,-0.46,-0.48,-0.72,-0.46,-0.46,,302.8779799,-64.6204686,34.479,-53.342,-133.885,148.19,N/A,F8V,8.73,0.579,,,,5957.7,4.02,1.1,2.31,,,Gaia DR2 6429295051154269440,TIC 466222634,Radial Velocity,4885.0,1600.0,-1600.0,5.5,,,0.57,0.1,-0.1,,,,3.1,,,,,,
2MASS 19384031+4351117,b,0.09,,-0.04,-0.08,-0.03,0.06,0.04,0.03,0.11,,0.09,0.14,0.05,,,0.11,-0.08,294.6679918,43.8532665,158.705,-345.558,365.335,527.32,N/A,,,,,,,5047.0,4.53,0.84,0.82,,,Gaia DR2 2078286197246582016,TIC 271159950,Transit,5.43312169,1.685e-05,-1.685e-05,0.0568,,,,,,89.95,,,,,,,,,17.72
2MASS 19384031+4351117,c,0.09,,-0.04,-0.08,-0.03,0.06,0.04,0.03,0.11,,0.09,0.14,0.05,,,0.11,-0.08,294.6679918,43.8532665,158.705,-345.558,365.335,527.32,N/A,,,,,,,5047.0,4.53,0.84,0.82,,,Gaia DR2 2078286197246582016,TIC 271159950,Transit,12.75934489,1.877e-05,-1.877e-05,0.0988,,,,,,88.25,,,,,,,,,21.51
2MASS 19384031+4351117,d,0.09,,-0.04,-0.08,-0.03,0.06,0.04,0.03,0.11,,0.09,0.14,0.05,,,0.11,-0.08,294.6679918,43.8532665,158.705,-345.558,365.335,527.32,N/A,,,,,,,5047.0,4.53,0.84,0.82,,,Gaia DR2 2078286197246582016,TIC 271159950,Transit,25.75260028,6.39e-05,-6.39e-05,,,,,,,,,,,,,0.243,0.02,-0.037,
2MASS 19384031+4351117,e,0.09,,-0.04,-0.08,-0.03,0.06,0.04,0.03,0.11,,0.09,0.14,0.05,,,0.11,-0.08,294.6679918,43.8532665,158.705,-345.558,365.335,527.32,N/A,,,,,,,5047.0,4.53,0.84,0.82,,,Gaia DR2 2078286197246582016,TIC 271159950,Transit,51.16579,0.0006432,-0.0006432,,,,,,,,,,,,,0.129,0.011,-0.013,
2MASS 19500236+4657405,b,0.28,,0.11,-0.01,0.21,0.26,0.17,0.2,0.29,,0.25,0.27,0.25,0.19,,0.34,0.11,297.5098678,46.961262,171.672,-329.64,398.021,544.57,N/A,,,,,,,4714.0,4.54,0.75,0.77,,,Gaia DR2 2086315415269037696,TIC 273373488,Transit,5.92365634,1.704e-05,-1.704e-05,0.0512,,,,,,89.95,,,,,,,,,17.33
2MASS 19500236+4657405,c,0.28,,0.11,-0.01,0.21,0.26,0.17,0.2,0.29,,0.25,0.27,0.25,0.19,,0.34,0.11,297.5098678,46.961262,171.672,-329.64,398.021,544.57,N/A,,,,,,,4714.0,4.54,0.75,0.77,,,Gaia DR2 2086315415269037696,TIC 273373488,Transit,105.3585964,0.0005565,-0.0005565,0.349,,,,,,89.38,,,,,,,,,137.8
2MASS 09534008-4539330,b,0.34,-2.42,0.13,0.11,0.05,0.26,0.33,0.24,0.24,0.46,0.32,0.36,0.26,0.1,0.43,0.28,0.2,148.4169854,-45.6591822,-159.761,98.221,-191.905,268.32,N/A,,12.59,,,,,5539.7,4.43,0.97,1.03,,,Gaia DR2 5411736896952029568,TIC 35516889,Transit,0.79,,,,,,,,,,,,1.14,,,1.41,,,
HIP 98505,b,0.05,-3.52,0.06,-0.05,0.08,0.05,0.04,0.03,0.06,0.12,0.11,0.18,0.09,-0.05,0.11,0.02,-0.08,300.1821377,22.7108533,9.166,-15.76,7.63,19.76,thin,K2V,7.65,0.932,15.7,-12.6,-11.8,5052.2,4.49,0.84,0.78,,,Gaia DR2 1827242816201846144,TIC 256364928,Radial Velocity,2.218,0.001,-0.0009,0.031,,,0.028,,,,,,1.17,,,,,,
2MASS 19190557+4048026,b,0.25,,0.08,0.35,0.22,0.13,-0.01,0.19,0.33,,0.21,0.09,0.24,0.12,,0.23,0.27,289.7732796,40.8007159,292.218,-812.855,745.618,1141.08,N/A,,,,,,,6297.0,3.94,1.23,1.96,,,Gaia DR2 2101380545634324096,TIC 394174221,Transit,23.44971004,7.672e-05,-7.672e-05,0.1697,,,,,,89.95,,,,,,,,,21.042
2MASS 19325125+4610304,b,-0.03,,-0.03,-0.04,-0.31,-0.04,-0.1,-0.03,0.06,,0.09,0.06,-0.02,-0.45,,-0.05,0.07,293.2134927,46.175113,225.614,-526.054,596.367,826.61,N/A,,,,,,,6036.5,4.19,1.12,1.41,,,Gaia DR2 2128079230577866880,TIC 275575525,Transit,8.37160502,6.893e-05,-6.893e-05,0.083,,,,,,89.38,,,,,,,,,15.11
2MASS 19325125+4610304,c,-0.03,,-0.03,-0.04,-0.31,-0.04,-0.1,-0.03,0.06,,0.09,0.06,-0.02,-0.45,,-0.05,0.07,293.2134927,46.175113,225.614,-526.054,596.367,826.61,N/A,,,,,,,6036.5,4.19,1.12,1.41,,,Gaia DR2 2128079230577866880,TIC 275575525,Transit,17.9346563,0.0001767,-0.0001767,0.1379,,,,,,87.66,,,,,,,,,17.42
HIP 1292,b,0.12,-1.16,0.12,0.03,0.06,0.06,0.04,0.09,0.15,0.11,0.15,0.15,0.13,0.08,0.08,0.09,,4.0528296,-79.8511791,3.086,0.219,-17.281,17.56,thin,G8V,6.58,0.749,-31.2,-18.6,0.1,5520.4,4.53,0.97,0.88,,,Gaia DR2 4634528720388462592,TIC 290543478,Radial Velocity,133.71,0.2,-0.2,0.49,,,0.511,0.017,-0.017,,,,3.37,0.09,-0.09,,,,
2MASS 00064325-0732147,b,0.03,,0.07,,-0.24,0.09,-0.26,0.3,0.07,0.41,-0.1,-0.03,0.01,0.17,0.08,0.34,,1.6799885,-7.5380621,4.805,0.141,-0.636,4.85,N/A,,,,,,,2902.0,5.19,0.12,0.14,,,Gaia DR2 2441630500517079808,TIC 176287658,Radial Velocity,10.3465,0.027,-0.027,0.0457,0.0013,-0.0013,,,,,,,0.0034,0.00041,-0.00041,,,,
2MASS 00064325-0732147,c,0.03,,0.07,,-0.24,0.09,-0.26,0.3,0.07,0.41,-0.1,-0.03,0.01,0.17,0.08,0.34,,1.6799885,-7.5380621,4.805,0.141,-0.636,4.85,N/A,,,,,,,2902.0,5.19,0.12,0.14,,,Gaia DR2 2441630500517079808,TIC 176287658,Radial Velocity,21.202,0.013,-0.013,0.0738,0.0021,-0.0021,,,,,,,0.00428,0.00053,-0.00053,,,,
2MASS 18562270+4110581,b,0.07,,-0.06,-0.24,-0.17,-0.01,-0.06,0.02,0.13,,0.12,0.14,0.02,-0.07,,,-0.03,284.0945805,41.1828,62.044,-247.106,222.904,338.52,N/A,,,,,,,5513.7,4.64,0.97,0.78,,,Gaia DR2 2103712163117363200,TIC 120105003,Transit,,,,,,,,,,,,,,,,0.173,0.009,-0.01,
HIP 66903,b,0.13,-3.08,-0.27,,0.34,0.23,0.22,0.25,0.15,0.1,0.07,0.18,0.15,0.24,0.16,0.14,0.13,205.663344,78.0644387,-19.208,-9.229,100.816,103.04,thin,G7III,5.91,1.0,-31.5,-16.1,-16.0,4886.0,2.68,,9.85,,,Gaia DR2 1715055487257379968,TIC 284181945,Radial Velocity,2085.10024027,20.97372353,-32.40362657,4.332646,0.140519,-0.147541,0.732073,0.123043,-0.122769,110.934,33.84,-60.717,7.67534,2.69601,-2.22804,,,,
HIP 99699,b,0.09,,0.19,,0.13,-0.07,0.31,0.19,-0.14,-0.03,0.13,0.04,0.15,0.21,0.37,0.14,,303.4658636,13.3888095,16.426,-24.85,7.09,30.62,N/A,M0V:,11.3,1.365,,,,3784.0,4.65,0.59,0.6,,,Gaia DR2 1803475188714186368,TIC 87942223,Radial Velocity,18.27,0.01,-0.01,0.1139,0.0039,-0.0039,0.29,0.11,-0.13,,,,0.03036,0.00444,-0.00444,,,,
HIP 99711,b,0.08,-3.16,0.33,0.03,-0.02,0.04,0.04,0.05,0.03,0.17,0.1,0.12,0.08,,0.16,0.05,0.08,303.4993563,-0.866881,10.836,-16.372,-0.297,19.64,thin,K2.5V,7.77,0.938,-15.8,10.4,19.0,4976.7,4.51,0.82,0.77,,,Gaia DR2 4224259562941398400,TIC 243962745,Radial Velocity,24.3556,0.0046,-0.0046,0.15,,,0.05,0.04,-0.04,,,,0.56,0.05,-0.05,,,,
2MASS 19411202+4033237,b,0.05,,-0.01,0.03,-0.18,-0.04,-0.14,-0.08,0.13,,0.01,-0.02,0.07,-0.09,,-0.02,0.27,295.3000646,40.5565831,147.613,-312.277,295.597,454.63,N/A,,,,,,,5368.9,4.59,0.93,0.81,,,Gaia DR2 2076589960045421184,TIC 139155506,Transit,13.52252066,1.676e-05,-1.676e-05,,,,,,,,,,,,,,,,
2MASS 19250004+4913545,b,-0.18,,-0.15,-0.04,-0.34,-0.18,-0.29,-0.18,-0.15,,-0.1,-0.09,-0.16,-0.51,,-0.21,-0.19,291.2501795,49.231842,124.953,-321.314,399.852,527.96,N/A,,,,,,,6006.0,4.04,1.11,1.66,,,Gaia DR2 2129931456691176576,TIC 350810590,Transit,,,,,,,,,,,,,,,,0.135,0.007,-0.006,
2MASS 19250004+4913545,c,-0.18,,-0.15,-0.04,-0.34,-0.18,-0.29,-0.18,-0.15,,-0.1,-0.09,-0.16,-0.51,,-0.21,-0.19,291.2501795,49.231842,124.953,-321.314,399.852,527.96,N/A,,,,,,,6006.0,4.04,1.11,1.66,,,Gaia DR2 2129931456691176576,TIC 350810590,Transit,16.23192004,1.415e-05,-1.415e-05,,,,,,,,,,,,,0.36,0.01,-0.02,
2MASS 19192612+4841378,b,0.02,,-0.03,-0.16,-0.08,,-0.09,0.04,0.02,,-0.01,0.08,0.04,-0.11,,0.07,0.13,289.8588686,48.6938439,197.877,-547.858,662.9,882.46,N/A,,,,,,,4993.0,4.51,0.83,0.84,,,Gaia DR2 2129492824571882240,TIC 267669725,Transit,12.3102846,0.0001442,-0.0001442,0.0956,,,,,,89.38,,,,,,,,,25.69
2MASS 19192612+4841378,c,0.02,,-0.03,-0.16,-0.08,,-0.09,0.04,0.02,,-0.01,0.08,0.04,-0.11,,0.07,0.13,289.8588686,48.6938439,197.877,-547.858,662.9,882.46,N/A,,,,,,,4993.0,4.51,0.83,0.84,,,Gaia DR2 2129492824571882240,TIC 267669725,Transit,25.19368069,0.00019031,-0.00019031,,,,,,,,,,,,,,,,
2MASS 19125618+4031152,b,0.25,,0.04,-0.6,0.08,0.28,-0.1,0.13,0.84,,0.31,0.34,0.24,-0.54,,0.88,0.12,288.2340987,40.5208914,211.953,-643.367,578.965,891.09,N/A,,,,,,,5528.0,4.51,0.97,0.91,,,Gaia DR2 2102063136195478656,TIC 121598758,Transit,,,,,,,,,,,,,,,,0.104,0.007,-0.006,
2MASS 19125618+4031152,c,0.25,,0.04,-0.6,0.08,0.28,-0.1,0.13,0.84,,0.31,0.34,0.24,-0.54,,0.88,0.12,288.2340987,40.5208914,211.953,-643.367,578.965,891.09,N/A,,,,,,,5528.0,4.51,0.97,0.91,,,Gaia DR2 2102063136195478656,TIC 121598758,Transit,7.38197725,6.18e-06,-6.18e-06,0.0733,,,,,,88.24,,,,,,,,,16.52
2MASS 19125618+4031152,d,0.25,,0.04,-0.6,0.08,0.28,-0.1,0.13,0.84,,0.31,0.34,0.24,-0.54,,0.88,0.12,288.2340987,40.5208914,211.953,-643.367,578.965,891.09,N/A,,,,,,,5528.0,4.51,0.97,0.91,,,Gaia DR2 2102063136195478656,TIC 121598758,Transit,12.56092796,2.225e-05,-2.225e-05,0.1045,,,,,,89.95,,,,,,,,,26.563
2MASS 19125618+4031152,e,0.25,,0.04,-0.6,0.08,0.28,-0.1,0.13,0.84,,0.31,0.34,0.24,-0.54,,0.88,0.12,288.2340987,40.5208914,211.953,-643.367,578.965,891.09,N/A,,,,,,,5528.0,4.51,0.97,0.91,,,Gaia DR2 2102063136195478656,TIC 121598758,Transit,30.8264713,0.0001168,-0.0001168,0.1902,,,,,,88.24,,,,,,,,,27.9
2MASS 19125618+4031152,f,0.25,,0.04,-0.6,0.08,0.28,-0.1,0.13,0.84,,0.31,0.34,0.24,-0.54,,0.88,0.12,288.2340987,40.5208914,211.953,-643.367,578.965,891.09,N/A,,,,,,,5528.0,4.51,0.97,0.91,,,Gaia DR2 2102063136195478656,TIC 121598758,Transit,637.2093,0.0169,-0.0154,1.24,0.29,-0.45,,,,90.0,0.19,-0.19,,,,0.325,0.046,-0.035,291.1
HIP 1475,b,-0.36,,-0.28,-0.35,0.03,-0.61,-0.16,-0.22,-0.09,-0.64,0.06,-0.14,-0.14,-0.6,-0.17,-0.38,,4.5953536,44.0229548,2.553,0.205,2.476,3.56,thin,M2V,8.13,1.56,-49.3,-12.3,-3.4,3627.3,4.82,0.4,0.41,,,Gaia DR2 385334230892516480,TIC 440109725,Radial Velocity,11.4407,0.0017,-0.0016,0.072,0.003,-0.004,0.094,0.091,-0.065,,,,0.00953,0.00145,-0.00138,,,,
HIP 1475,c,-0.36,,-0.28,-0.35,0.03,-0.61,-0.16,-0.22,-0.09,-0.64,0.06,-0.14,-0.14,-0.6,-0.17,-0.38,,4.5953536,44.0229548,2.553,0.205,2.476,3.56,thin,M2V,8.13,1.56,-49.3,-12.3,-3.4,3627.3,4.82,0.4,0.41,,,Gaia DR2 385334230892516480,TIC 440109725,Radial Velocity,7600.0,2200.0,-1700.0,5.4,1.0,-0.9,0.27,0.28,-0.19,,,,0.11327,0.07866,-0.05663,,,,
BD+20 02184,b,0.15,,,,0.05,0.13,0.02,0.13,0.16,,0.11,0.06,0.14,-0.03,0.2,0.2,,130.4325682,20.2268765,-109.929,129.018,62.454,180.64,N/A,,10.33,,,,,6150.0,4.36,1.17,1.17,,,Gaia DR2 661424074527577600,TIC 175290574,Radial Velocity,4.4264,0.007,-0.007,0.06,,,,,,,,,0.54,0.12,-0.12,,,,
HIP 1547,b,0.15,,-0.16,-0.09,-0.01,0.04,-0.04,-0.02,0.06,0.01,0.04,0.06,0.02,0.06,0.12,0.05,0.31,4.8211099,14.0547559,184.581,15.568,46.373,190.95,thin,K0,8.35,0.92,-39.5,-41.2,-8.3,5011.0,3.3,,5.95,,,Gaia DR2 2768172019308167296,TIC 303193565,Radial Velocity,428.5,1.2,-1.2,1.262,0.092,-0.092,0.031,0.022,-0.022,,,,2.75,0.16,-0.16,,,,
BD+49 00828,b,-0.24,,,-0.12,,-0.17,-0.25,,-0.21,,-0.18,,,,,,,45.6405677,49.7299898,199.771,204.289,337.281,442.04,N/A,,9.38,,,,,4943.0,2.85,,9.2,,,Gaia DR2 439327501725338752,TIC 116376059,Radial Velocity,2590.0,300.0,-180.0,4.2,0.32,-0.2,0.35,0.24,-0.1,,,,1.6,0.4,-0.2,,,,
HIP 1640,b,0.24,,,0.35,,,,,,,,,,,,,,5.1313288,30.9748059,75.835,6.81,45.704,88.81,thin,G8IV,7.52,0.961,-38.7,0.9,9.6,4933.0,,,3.93,,,Gaia DR2 2862328869351558272,TIC 57983992,Radial Velocity,577.9,5.6,-4.9,1.48,0.02,-0.01,0.078,0.082,-0.035,,,,0.96,0.06,-0.04,,,,
HIP 1640,c,0.24,,,0.35,,,,,,,,,,,,,,5.1313288,30.9748059,75.835,6.81,45.704,88.81,thin,G8IV,7.52,0.961,-38.7,0.9,9.6,4933.0,,,3.93,,,Gaia DR2 2862328869351558272,TIC 57983992,Radial Velocity,2149.0,16.0,-16.0,3.584,0.099,-0.099,0.099,0.011,-0.011,,,,3.62,0.23,-0.23,,,,
2MASS 19274421+4808299,b,0.02,,,0.01,-0.16,0.02,-0.08,-0.03,0.04,,0.01,0.03,0.05,-0.07,,0.02,0.1,291.9342628,48.141656,269.966,-670.403,806.662,1083.06,N/A,,,,,,,5524.6,4.47,0.97,0.95,,,Gaia DR2 2129273849959814656,TIC 26539443,Transit,9.48803146,2.95e-05,-2.95e-05,,,,,,,,,,,,,0.248,0.046,-0.038,
2MASS 19274421+4808299,c,0.02,,,0.01,-0.16,0.02,-0.08,-0.03,0.04,,0.01,0.03,0.05,-0.07,,0.02,0.1,291.9342628,48.141656,269.966,-670.403,806.662,1083.06,N/A,,,,,,,5524.6,4.47,0.97,0.95,,,Gaia DR2 2129273849959814656,TIC 26539443,Transit,54.418464,0.0002686,-0.0002686,,,,,,,,,,,,,0.247,0.045,-0.019,
HIP 1666,b,0.38,,0.17,0.39,0.34,0.23,0.21,0.33,0.38,,0.35,0.27,0.36,0.27,,0.4,0.44,5.2180814,-19.9312258,110.386,10.081,-40.194,117.91,thin,F7V,8.16,0.523,19.6,-20.8,-20.4,6360.5,3.87,1.23,2.12,,,Gaia DR2 2362099457224379136,TIC 211439561,Radial Velocity,270.0,0.8,-0.9,0.94,0.01,-0.02,0.63,0.03,-0.02,,,,6.43,0.31,-0.22,,,,
2MASS 19454459+4438296,b,-0.33,,-0.56,-0.42,-0.27,-0.09,0.11,-0.01,-0.55,,0.07,0.27,-0.51,-0.28,,0.18,-0.41,296.435823,44.641559,570.435,-1147.333,1265.383,1800.82,N/A,,,,,,,5897.0,3.93,1.07,1.87,,,Gaia DR2 2079692678777827712,TIC 272369124,Transit,288.822,0.063,-0.081,1.0896,0.0009,-0.0009,0.182,0.016,-0.02,90.355,0.026,-0.018,0.22,0.011,-0.01,0.764,0.012,-0.014,
HIP 1692,b,-0.2,-4.29,-0.03,-0.14,-0.08,-0.03,0.06,0.01,-0.21,-0.09,0.01,0.15,-0.26,-0.12,-0.11,-0.16,-0.38,5.30553,-8.2811576,741.577,68.866,-108.4,752.62,N/A,K2III,9.18,1.354,,,,4374.5,2.04,,24.3,,,Gaia DR2 2430036837596487424,TIC 37763102,Radial Velocity,533.0,1.7,-1.7,1.36,0.09,-0.09,0.64,0.04,-0.04,,,,8.79,3.63,-3.63,,,,
2MASS 03132299+0446293,b,-0.06,,-0.01,,-0.01,0.06,0.01,0.12,0.12,0.15,0.05,0.08,-0.01,-0.08,-0.02,0.1,,48.3454895,4.7748177,5.701,6.409,0.716,8.61,N/A,,,,,,,3022.0,5.07,0.17,0.2,,,Gaia DR2 3179036008830848,TIC 328465904,Radial Velocity,2.2907,0.00012,-0.00012,0.0185,0.0013,-0.0013,,,,87.48,0.25,-0.28,0.01243,0.00132,-0.00135,,,,
HIP 67246,b,0.11,-0.61,0.01,0.06,0.04,0.25,0.23,0.13,0.22,0.25,0.25,0.11,0.1,-0.08,0.2,0.11,0.2,206.7380106,6.3503739,-27.924,-14.068,3.48,31.46,thin,G0V,6.3,0.63,-60.8,-55.4,-17.3,5886.2,4.17,1.07,1.52,,,Gaia DR2 3721126409323324416,TIC 379117362,Radial Velocity,43000.0,57000.0,-19000.0,25.0,19.0,-8.3,0.886,0.049,-0.056,,,,3.16,0.18,-0.18,,,,
HIP 67275,b,0.31,-1.25,0.33,0.26,0.37,0.22,0.27,0.32,0.32,0.38,0.31,0.4,0.31,0.29,0.32,0.27,0.58,206.815594,17.456897,-13.296,-6.721,4.685,15.62,thin,F7IV-V,4.49,0.508,-33.5,-19.1,-7.1,6460.7,4.26,1.32,1.43,,,Gaia DR2 1244571953471006720,TIC 72506701,Radial Velocity,3.3124534,5e-06,-5.7e-06,0.04869,0.00039,-0.00039,0.0074,0.0059,-0.0048,,,,4.3,0.075,-0.075,,,,
2MASS 18515494+4047036,b,-0.01,,-0.04,0.02,-0.22,-0.09,-0.16,-0.07,,,,-0.06,-0.03,-0.19,,-0.05,0.03,282.978967,40.7843536,94.007,-407.87,361.095,552.8,N/A,,,,,,,5860.9,3.9,1.06,1.9,,,Gaia DR2 2104344141784539264,TIC 258203303,Transit,13.72707449,4.056e-05,-4.056e-05,0.1172,,,,,,89.38,,,,,,,,,14.46
2MASS 18515494+4047036,c,-0.01,,-0.04,0.02,-0.22,-0.09,-0.16,-0.07,,,,-0.06,-0.03,-0.19,,-0.05,0.03,282.978967,40.7843536,94.007,-407.87,361.095,552.8,N/A,,,,,,,5860.9,3.9,1.06,1.9,,,Gaia DR2 2104344141784539264,TIC 258203303,Transit,24.3111399,0.0001091,-0.0001091,0.1715,,,,,,89.95,,,,,,,,,20.922
2MASS 18515494+4047036,d,-0.01,,-0.04,0.02,-0.22,-0.09,-0.16,-0.07,,,,-0.06,-0.03,-0.19,,-0.05,0.03,282.978967,40.7843536,94.007,-407.87,361.095,552.8,N/A,,,,,,,5860.9,3.9,1.06,1.9,,,Gaia DR2 2104344141784539264,TIC 258203303,Transit,44.4301361,0.0002295,-0.0002295,0.2564,,,,,,88.24,,,,,,,,,23.7
2MASS 18515494+4047036,e,-0.01,,-0.04,0.02,-0.22,-0.09,-0.16,-0.07,,,,-0.06,-0.03,-0.19,,-0.05,0.03,282.978967,40.7843536,94.007,-407.87,361.095,552.8,N/A,,,,,,,5860.9,3.9,1.06,1.9,,,Gaia DR2 2104344141784539264,TIC 258203303,Transit Timing Variations,9.34144548,5.433e-05,-5.433e-05,0.0906,,,,,,81.93,,,,,,,,,6.27
2MASS 19172608+5035545,b,-0.16,,-0.11,,-0.32,-0.12,-0.25,-0.13,-0.09,,-0.07,-0.15,-0.15,-0.46,,-0.16,-0.12,289.3586984,50.5984854,155.609,-442.894,571.468,739.56,N/A,,,,,,,5875.5,4.18,1.06,1.39,,,Gaia DR2 2133127363335546112,TIC 299218775,Transit,1.54320541,3.84e-06,-3.84e-06,0.0257,,,,,,87.26,,,,,,,,,4.546
2MASS 19404359+4956448,b,0.12,,0.03,-0.08,-0.04,0.04,0.02,0.04,0.12,,0.08,0.15,0.12,,,0.09,0.07,295.1816545,49.9457968,134.011,-285.025,374.631,489.44,N/A,,,,,,,5433.0,4.51,0.95,0.89,,,Gaia DR2 2134950078738454016,TIC 27396869,Transit,122.8799543,0.0006807,-0.0006807,0.4629,,,,,,89.24,,,,,,,,,65.4
HIP 34693,b,0.18,-3.67,-0.05,0.15,0.45,0.44,0.26,0.36,-0.02,,0.14,0.06,0.21,0.34,0.41,0.21,0.2,107.7848802,30.2451624,-29.695,92.572,56.685,112.54,thin,K2II,4.42,1.261,-25.6,-18.4,-15.7,4425.0,2.36,,28.72,,,Gaia DR2 886479673643096448,TIC 68984421,Radial Velocity,305.5,0.1,-0.1,1.17,,,0.031,0.009,-0.009,,,,20.6,,,,,,
